"Ticket";"Tipo de ticket";"Cliente";"Unidade de Negócio";"Contato";"Categoria";"Técnico";"Data de criação";"Data de finalização";"Situação";"Setor do Solicitante";"Mesa de trabalho";"Avaliação";"Descrição"
1154;"Finalizado e solucionado com sucesso";"OWL BEER PUB";"OWL BEER PUB";"owl beer pub";"Movimentação - problema";"Daniel Weber";"15/12/2023 10:21";"15/12/2023 11:47";"Finalizado";"Administrativo";"Suporte Técnico";1;"Cliente gostaria de saber como dar baixar no pagamentos feitos no cartão PJ"
1153;"Finalizado e solucionado com sucesso";"NATUGRAN - MESSEJANA";"NATUGRAN - MESSEJANA";"Eliana (Natugran Messejana)";"Fiscal - duvidas";"Carlos Dourado";"15/12/2023 10:16";"";"A fazer";"Administrativo";"Suporte Técnico";;"Extração de XML de Nov de 2023"
1152;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746";"Servidor";"Eduardo Lopes";"15/12/2023 10:14";"15/12/2023 10:15";"Finalizado";"Frente de loja";"Suporte Técnico";;"Abrir sincronizador no servidor virtual"
1151;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"15/12/2023 09:24";"15/12/2023 09:24";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Fechar caixa de outro dispositivo"
1150;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Arlecio (freitas Express Baturite),Freitas,Ericles Freitas Baturite,Roberta - freitas Baturite,Bruna";"Movimentação - problema";"Daniel Weber";"15/12/2023 09:20";"15/12/2023 09:22";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente informa  erro ao abrir pdv 4"
1149;"Finalizado e solucionado com sucesso";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"---";"Ivo Negreiros,Ivo Negreiros";"Movimentação - problema";"Daniel Weber";"15/12/2023 09:12";"15/12/2023 09:13";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente solicita melhor relatorio para vendar por pagamento"
1148;"Finalizado e solucionado com sucesso";"PAINE PRODU��O ARTESANAL";"---";"Kelly (Paine Produção)";"Servidor";"Eduardo Lopes";"15/12/2023 08:50";"15/12/2023 08:50";"Finalizado";"Frente de loja";"Suporte Técnico";;"Serviços SQL desativado"
1147;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE RIO MAR";"NOELIA DOCES E SALGADOS - UNIDADE RIO MAR";"Noelia Rio Mar";"Administrativo - Dúvidas";"Daniel Weber";"15/12/2023 08:47";"15/12/2023 09:18";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente nao consegue abrir os caixas"
1146;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES - SATELITE";"---";"Bolaria Rafaela Fontes - Satelite";"Administrativo - Dúvidas";"Eduardo Lopes";"15/12/2023 08:39";"15/12/2023 08:40";"Finalizado";"Administrativo";"Suporte Técnico";;"Atualização de Certificado Digital"
1145;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - FABRICA";"---";"Fernando - Noelia North Shopping";"Administrativo - Dúvidas";"Guilherme Lima";"15/12/2023 08:11";"15/12/2023 12:48";"Finalizado";"Administrativo";"Suporte Técnico";;"Noelia informa que os caixas estao com erro na abertura"
1144;"Finalizado e solucionado com sucesso";"CASA KAIADA RESTAURANTE";"---";"Victor melo,Kasa Kaiada";"Ipos Desktop (PDV) - problema";"Matheus Solon";"14/12/2023 22:35";"";"A fazer";"Frente de loja";"Suporte Técnico";;"relatando que produto não estava conseguindo ser lançado"
1143;"Finalizado e solucionado com sucesso";"XBF CENTRO";"---";"Geová (XBF Estoque),Marina - XBF,XBF";"Ipos Desktop (PDV) - problema";"Matheus Solon";"14/12/2023 22:23";"14/12/2023 22:24";"Finalizado";"Frente de loja";"Suporte Técnico";4;"pdv sem abrir"
1142;"Finalizado e solucionado com sucesso";"BARNEYS - FABRICA";"---";"Anderson vital - Barneys,Barneys Fabrica";"Integração delivery - duvidas";"Matheus Solon";"14/12/2023 21:21";"14/12/2023 21:21";"Finalizado";"Frente de loja";"Suporte Técnico";;"duvidas sobre impressão do ifood"
1141;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SAO CRISTOVAO";"---";"Márcio (Freitas Express Jangurussu),Wladiana (Freitas Jangurussu)";"Fiscal - problema";"Matheus Solon";"14/12/2023 20:53";"14/12/2023 20:54";"Finalizado";"Frente de loja";"Suporte Técnico";1;"erro em nota para cliente isento"
1140;"Finalizado e solucionado com sucesso";"SAMBA ROCK";"---";"Janicy - Samba Rock";"Ipos Desktop (PDV) - problema";"Matheus Solon";"14/12/2023 20:53";"14/12/2023 20:53";"Finalizado";"Frente de loja";"Suporte Técnico";;"estorno de adiantamento errado"
1139;"Finalizado e solucionado com sucesso";"REZZA PIZZA CONTEMPORANEA";"---";"Rezza PIZZA";"Integração delivery - problema";"Matheus Solon";"14/12/2023 20:46";"14/12/2023 20:47";"Finalizado";"Frente de loja";"Suporte Técnico";;"erro de integração"
1138;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille),Cortile";"Movimentação - duvidas";"Matheus Solon";"14/12/2023 20:36";"14/12/2023 20:37";"Finalizado";"Administrativo";"Suporte Técnico";5;"duvida sobre relatorios"
1137;"Finalizado e solucionado com sucesso";"REZZA PIZZA CONTEMPORANEA";"---";"Rezza PIZZA";"Integração delivery - problema";"Matheus Solon";"14/12/2023 20:29";"14/12/2023 20:29";"Finalizado";"Frente de loja";"Suporte Técnico";5;"problema com ifoood"
1136;"Finalizado e solucionado com sucesso";"ACARAJE EXPRESS BAIRRO DE FATIMA";"---";"Emilia acaraje Express";"Fiscal - duvidas";"Matheus Solon";"14/12/2023 20:18";"14/12/2023 20:18";"Finalizado";"Frente de loja";"Suporte Técnico";;"ativação de mfe"
1135;"Finalizado e solucionado com sucesso";"BARNEYS E ESTELA - EUSEBIO";"---";"Barneys ,Barneys / estela - eusebio";"Integração delivery - problema";"Matheus Solon";"14/12/2023 20:08";"14/12/2023 20:09";"Finalizado";"Frente de loja";"Suporte Técnico";;"PEDIDOS SEM INTEGRAR POR ESTA FEITO NO LINK EXPIRADO"
1134;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES";"---";"Margarida  - Bolaria Rafaela Fontes Coophab,Bolaria Rafaela Fontes - Loja 2 Abel,Rafael - Bolaria,Ca";"Fiscal - duvidas";"Matheus Solon";"14/12/2023 19:50";"14/12/2023 19:51";"Finalizado";"Administrativo";"Suporte Técnico";;"duvida sobre tributação"
1133;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Ipos Desktop (PDV) - problema";"Matheus Solon";"14/12/2023 19:15";"14/12/2023 19:16";"Finalizado";"Frente de loja";"Suporte Técnico";;"caixa fechado mas não foi fechado"
1132;"Finalizado e solucionado com sucesso";"TORTEL� SUL";"---";"Tortele sul";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 19:07";"14/12/2023 19:08";"Finalizado";"Frente de loja";"Suporte Técnico";;"Foi orientado como reimprimir o cupom"
1131;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - PAPICU";"---";"Turatti Papicu,Janilsom (Turatti Papicu)";"Movimentação - problema";"Matheus Solon";"14/12/2023 19:07";"14/12/2023 19:07";"Finalizado";"Frente de loja";"Suporte Técnico";;"agendado para amanha mudanças"
1130;"Finalizado e solucionado com sucesso";"PARDAL SORVETE JUAZEIRO";"---";"Pardal";"Integração delivery - problema";"Guilherme Lima";"14/12/2023 19:04";"14/12/2023 19:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"Foi dado o prazo de 48 para resolução do problema ao selecionar o produto default"
1129;"Finalizado e solucionado com sucesso";"GRAO D ALINO PADARIA ARTESANAL EIRELI";"---";"Cassius ";"Administrativo - Dúvidas";"Guilherme Lima";"14/12/2023 18:52";"14/12/2023 18:53";"Finalizado";"Administrativo";"Suporte Técnico";;"Duvidas - Saulo ira entrar em contanto amanha pela manha"
1128;"Finalizado e solucionado com sucesso";"SOBOLO SUL";"---";"Sobolo,milena  - sobolo";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 18:50";"14/12/2023 18:51";"Finalizado";"Frente de loja";"Suporte Técnico";;"Interação"
1127;"Finalizado e solucionado com sucesso";"XIAOMI - XBF BEZERRA";"XIAOMI - XBF BEZERRA";"Carolaine (XBF NSF)";"Fiscal - duvidas";"Carlos Dourado";"14/12/2023 18:40";"";"A fazer";"Administrativo";"Suporte Técnico";;"Dúvida sobre lançamento de nota"
1126;"Finalizado e solucionado com sucesso";"Precim Burger";"---";"Ronnyelly (Precim Burger)";"Integração delivery - duvidas";"Guilherme Lima";"14/12/2023 18:39";"14/12/2023 18:40";"Finalizado";"Frente de loja";"Suporte Técnico";;"Integrado com o Anota Ai"
1125;"Finalizado e solucionado com sucesso";"RANCHO DO BOLO";"Loja Barra";"Gisele - Rancho do Bolo,Rancho do Bolo,Gisele (Racho do Bolo)";"Administrativo - Dúvidas";"Carlos Dourado";"14/12/2023 18:38";"";"A fazer";"Frente de loja";"Suporte Técnico";;"Entrou e não falou nada"
1124;"Finalizado e solucionado com sucesso";"KINA DO FEIJAO VERDE - RIO MAR KENNEDY";"---";"Ivo Lima,Ana Paula (Kina Feijão Verde Kennedy)";"Administrativo - Dúvidas";"Guilherme Lima";"14/12/2023 18:32";"14/12/2023 18:33";"Finalizado";"Administrativo";"Suporte Técnico";;"Informado que nao alterados cadastro de produtos"
1123;"Finalizado e solucionado com sucesso";"GRAO D ALINO PADARIA ARTESANAL FILIAL";"---";"Luciano (Grão D'alino Padaria Artesanal)";"Infraestrutura - problema";"Carlos Dourado";"14/12/2023 18:30";"";"A fazer";"Administrativo";"Suporte Técnico";;"Dúvidas sobre dispositivo adequado para instaçar os programas"
1122;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"PAO MIX (LOJA 2)";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Fiscal - duvidas";"Carlos Dourado";"14/12/2023 18:28";"";"A fazer";"Administrativo";"Suporte Técnico";;"SPED fiscal"
1121;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS PARACURU";"---";"Freita express paracuru,João (Freitas Paracuru)";"Fiscal - duvidas";"Guilherme Lima";"14/12/2023 17:44";"14/12/2023 17:45";"Finalizado";"Administrativo";"Suporte Técnico";;"Interação"
1120;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 17:40";"14/12/2023 17:41";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cliente ira da continuidade amanha - Não sei o se trata foi um atendimento que foi transferido mas nao foi explicado nada, cliente disse que iria continuar em outro dia"
1119;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - RIOMAR";"---";"Horrana - Briejer Riomar,Leda Melo - Briejer Rio mar";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 17:39";"14/12/2023 17:40";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Duvidas com venda finalizada"
1118;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille)";"Movimentação - duvidas";"Guilherme Lima";"14/12/2023 17:38";"14/12/2023 17:39";"Finalizado";"Compras";"Suporte Técnico";5;"Enviado o HELP de como emitir relatório Curva ABC"
1117;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - DOM LUSTOSA";"---";"Nívea Costa,Freitas Dom Lustosa,Camile (Freitas Express)";"Movimentação - duvidas";"Guilherme Lima";"14/12/2023 17:37";"14/12/2023 17:38";"Finalizado";"Administrativo";"Suporte Técnico";;"Produtos sem grupo de tributação"
1116;"Finalizado e solucionado com sucesso";"PADARIA JW";"PADARIA JW";"Sarah (Padaria JW),Nicolle (Padaria JW)";"Fiscal - problema";"Carlos Dourado";"14/12/2023 17:27";"14/12/2023 17:28";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro mf-e"
1115;"Finalizado e solucionado com sucesso";"PADDOCK _ MAESTRO LISBOA";"PADDOCK _ MAESTRO LISBOA";"Alice Paddock,Paddock";"Servidor";"Carlos Dourado";"14/12/2023 17:26";"14/12/2023 17:27";"Finalizado";"Administrativo";"Suporte Técnico";;"Sincronizador não sincronizava devido inconsistência no banco"
1114;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - FABRICA";"---";"Sara Xavier";"Fiscal - problema";"Guilherme Lima";"14/12/2023 17:11";"14/12/2023 17:13";"Finalizado";"Administrativo";"Suporte Técnico";;"Foi emitida pelo Daniel internamente"
1113;"Finalizado e solucionado com sucesso";"WJ COMERCIO DE EQUIPAMENTOS LTDA";"---";"Simone (WJ)";"Movimentação - problema";"Daniel Weber";"14/12/2023 16:48";"14/12/2023 16:49";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente deseja instalação do certificado digital"
1112;"Finalizado e solucionado com sucesso";"PANIFICADORA NOSSO P�O CASCAVEL";"---";"Nosso Pão (Cascavel),Thaina Marinho - Nosso Pão ";"Movimentação - problema";"Daniel Weber";"14/12/2023 16:42";"14/12/2023 16:47";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente deseja instalar certificado digital"
1111;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - FABRICA";"---";"Biscoitos Briejer,Clau (Briejer),julieta - Briejer,Maynara,Flávia (Briejer Sócia)";"Administrativo - Dúvidas";"Eduardo Lopes";"14/12/2023 16:31";"14/12/2023 16:32";"Finalizado";"Administrativo";"Suporte Técnico";;"Edição de cadastro do consumidor final por engano pela cliente"
1110;"Finalizado e solucionado com sucesso";"DUOS PIZZA CANIDEZINHO";"---";"Bruno Duos Pizza";"Movimentação - problema";"Daniel Weber";"14/12/2023 16:09";"14/12/2023 16:10";"Finalizado";"Administrativo";"Suporte Técnico";;"Esse atendimento será encerrado por falta de interação com usuário. Mas não se preocupe estou aqui a disposição para ajudar sempre que for preciso, basta me chamar novamente ﻿:winking_face:"
1109;"Finalizado e solucionado com sucesso";"PARRILEIRO ALDEOTA";"---";"Parrileiro Aldeota,Aglailton,Emilson (Parrileiro Aldeota),Estevão (Parrileiro Aldeota)";"Administrativo - Dúvidas";"Guilherme Lima";"14/12/2023 16:00";"14/12/2023 16:00";"Finalizado";"Administrativo";"Suporte Técnico";;"Redefinida a senha para usuário"
1108;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - PARANGABA";"---";" Leonardo Porto(Dono) - Freitas Parangaba,Junior Felix (Freitas Parangaba),Junior Felix - Freitas pa";"Fiscal - duvidas";"Eduardo Lopes";"14/12/2023 15:46";"14/12/2023 15:48";"Finalizado";"Administrativo";"Suporte Técnico";;"Computador formatado, perdeu pasta com arquivos XML"
1107;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"FREITAS EXPRESS - ITAPUA";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Movimentação - problema";"Daniel Weber";"14/12/2023 15:45";"14/12/2023 15:46";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente informa erro ao enviar nota fiscal"
1106;"Finalizado e solucionado com sucesso";"WJ COMERCIO DE EQUIPAMENTOS LTDA";"WJ COMERCIO DE EQUIPAMENTOS LTDA";"Simone (WJ)";"Movimentação - problema";"Daniel Weber";"14/12/2023 15:39";"14/12/2023 15:40";"Finalizado";"Administrativo";"Suporte Técnico";;"CLIENTE DESEJA INSTALAR CERTIFICADO DIGITAL"
1105;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - PARANGABA";"FREITAS EXPRESS - PARANGABA";" Leonardo Porto(Dono) - Freitas Parangaba,Junior Felix (Freitas Parangaba),Junior Felix - Freitas pa";"Movimentação - problema";"Daniel Weber";"14/12/2023 15:08";"14/12/2023 15:09";"Finalizado";"Administrativo";"Suporte Técnico";;"Vou finalizar esse atendimento, mas qualquer outra dúvida é só chamar novamente que estamos a disposição."
1104;"Finalizado e solucionado com sucesso";"DAN COOKIES - CENTRO SOBRAL";"DAN COOKIES - CENTRO SOBRAL";"Flavio ,Bruna Lima - Dan Cookies,Dan cookies";"Movimentação - problema";"Daniel Weber";"14/12/2023 14:43";"14/12/2023 14:44";"Finalizado";"Administrativo";"Suporte Técnico";;"CLIENTE DESEJA FAZER A RETIRADA DA INTEGRAÇÃO COM AIQFOME"
1103;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";" Lorena - Express Itapuã";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"14/12/2023 14:33";"14/12/2023 14:34";"Finalizado";"Frente de loja";"Suporte Técnico";;"Reimprimir cupom em encerradas"
1102;"Finalizado e solucionado com sucesso";"SAVU";"---";"EDILENE,Liege - Savu,Ingrid (Savu),Wagner - SAVU,fabiana,Davy Savu,Letícia (Savú),Edinete (Savu)";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"14/12/2023 14:14";"14/12/2023 14:15";"Finalizado";"Frente de loja";"Suporte Técnico";;"Transferencia de comanda entre garçons"
1101;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ";"Movimentação - duvidas";"Eduardo Lopes";"14/12/2023 14:00";"14/12/2023 14:01";"Finalizado";"Frente de loja";"Suporte Técnico";;"Impressão de produto composição não saia o arroz na cozinha"
1100;"Análise";"DOLCE DIVINO";"---";"Indrid,Ingrid,Marina Moreira - Dolce Divino,Maria Clara(Dona) - Dolce Divino,Mikaelly (Dolce Divino ";"Servidor";"Eduardo Lopes";"14/12/2023 13:35";"14/12/2023 13:36";"Finalizado";"Administrativo";"Suporte Técnico";;"Problemas nas configurações de rede"
1099;"Finalizado e solucionado com sucesso";"WJ COMERCIO DE EQUIPAMENTOS LTDA";"---";"Simone (WJ)";"Movimentação - problema";"Daniel Weber";"14/12/2023 13:24";"14/12/2023 13:25";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita instalação do certificado digital"
1098;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - CAMBEBA";"---";"EDER ";"Administrativo - Dúvidas";"Guilherme Lima";"14/12/2023 13:19";"14/12/2023 13:19";"Finalizado";"Administrativo";"Suporte Técnico";;"Foi atendido pelo Daniel em ligação"
1097;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Fiscal - problema";"Eduardo Lopes";"14/12/2023 13:08";"14/12/2023 13:09";"Finalizado";"Frente de loja";"Suporte Técnico";1;"MFE vermelho"
1096;"Finalizado e solucionado com sucesso";"PANZERONI - IGUATEMI";"---";"André (Panzeroni Iguatemi)";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 12:59";"14/12/2023 13:00";"Finalizado";"Frente de loja";"Suporte Técnico";;"Duvidas com fechamento de venda"
1095;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SAO CRISTOVAO";"---";"Márcio (Freitas Express Jangurussu),Wladiana (Freitas Jangurussu)";"Fiscal - duvidas";"Carlos Dourado";"14/12/2023 12:51";"";"A fazer";"Administrativo";"Suporte Técnico";;"Erro ao emitir nota de acobertamento"
1094;"Finalizado e solucionado com sucesso";"CASA KAIADA RESTAURANTE";"---";"Victor melo";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"14/12/2023 12:30";"14/12/2023 12:31";"Finalizado";"Frente de loja";"Suporte Técnico";;"Habilitado a configuração para sair a venda do vendedor no fechamento do caixa"
1093;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"14/12/2023 11:51";"14/12/2023 11:52";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Estorno de venda no PDV"
1092;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"FREITAS EXPRESS - ITAPUA";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Financeiro / Boleto";"Priscilla Silva";"14/12/2023 11:29";"14/12/2023 11:34";"Finalizado";"Financeiro";"Financeiro";;"Solicitação de envio de boleto atualizado."
1091;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Movimentação - problema";"Daniel Weber";"14/12/2023 11:26";"14/12/2023 11:28";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita auxilio para gerar arquivo fiscal."
1090;"Finalizado e solucionado com sucesso";"ILLA MARE - CD";"---";"Delivery Do ILLA,Carlos Matheus Illamare,Tiago França (Illa Mare CD)";"Integração delivery - duvidas";"Carlos Dourado";"14/12/2023 11:25";"14/12/2023 11:26";"Finalizado";"Frente de loja";"Suporte Técnico";;"Pedidos do iFood não apareciam no PDV"
1089;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS PARACURU";"---";"Freita express paracuru";"Movimentação - duvidas";"Carlos Dourado";"14/12/2023 11:08";"14/12/2023 11:09";"Finalizado";"Administrativo";"Suporte Técnico";5;"Dados de vendas de hoje não apareciam no ERP"
1088;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"CORTILE RISTORANTE";"Wilter";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:51";"14/12/2023 11:53";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente gostaria de auxilio para entender ajuste estoque"
1087;"Finalizado e solucionado com sucesso";"BOM DE MAR RESTAURANTE_ GOLF VILLE";"---";"Claudemir - BOM  DE MAR,Bom de Mar Retaurante - Golf Vile,Lucas (Bom de Mar),Bom de mar - Japao ";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:44";"14/12/2023 10:46";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente informa que precisa falar com analista emanoel"
1086;"Finalizado e solucionado com sucesso";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"Leila talimpo,NAYARA TALIMPO";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:27";"14/12/2023 10:28";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente deseja mudar a impressora de etiquetas para imprimir em outro PC"
1085;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES - SATELITE";"BOLARIA RAFAELA FONTES - SAT�LITE";"Bolaria Rafaela Fontes - Satelite";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:24";"14/12/2023 10:25";"Finalizado";"Administrativo";"Suporte Técnico";1;"Cliente pede para auxiliar onde encontro o precos de custos"
1084;"Finalizado e solucionado com sucesso";"ACARAJE EXPRESS BAIRRO DE FATIMA";"ACARAJE EXPRESS BAIRRO DE FATIMA";"Emilia acaraje Express";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:05";"14/12/2023 10:06";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente solicita a instalação do MFE"
1083;"Finalizado e solucionado com sucesso";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"Ivo Negreiros";"Movimentação - problema";"Daniel Weber";"14/12/2023 10:02";"14/12/2023 10:03";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente solicita instalação do certificado digital"
1082;"Finalizado e solucionado com sucesso";"POWERTECH";"POWERTECH";"PowerTech - Cj Ceará";"Movimentação - problema";"Daniel Weber";"14/12/2023 09:43";"14/12/2023 09:46";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita verificar porque o PDV ficha fechando no meio da venda"
1081;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Arlecio (freitas Express Baturite),Freitas,Ericles Freitas Baturite,Roberta - freitas Baturite,Bruna";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"14/12/2023 09:12";"14/12/2023 09:13";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Dúvida sobre fechar caixa"
1080;"Finalizado e solucionado com sucesso";"SAMBA ROCK";"SAMBA ROCK";"Janicy - Samba Rock";"Financeiro / Boleto";"Priscilla Silva";"14/12/2023 08:51";"14/12/2023 08:52";"Finalizado";"Financeiro";"Financeiro";5;"Envio de Boleto vencido em 01/12/23 sem atualização de data, cliente esta ciente do juros."
1079;"Finalizado e solucionado com sucesso";"RANCHO DO BOLO";"---";"Gisele - Rancho do Bolo,Rancho do Bolo,Gisele (Racho do Bolo)";"Fiscal - duvidas";"Eduardo Lopes";"14/12/2023 08:33";"14/12/2023 08:33";"Finalizado";"Administrativo";"Suporte Técnico";;"Dúvida sobre acobertamento de CFe"
1078;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE SUL";"---";"Noélia";"Ipos Mobile - problema";"Daniel Weber";"14/12/2023 08:13";"14/12/2023 09:14";"Finalizado";"Administrativo";"Suporte Técnico";5;"CLIENTE SOLICITA ISINCRONIZAÇÃO DA LOJA SUL DA NOELIA"
1077;"Análise";"D'FRIENDS BURGER";"---";"Jefferson (Dono) - DFriends";"Ipos Desktop (PDV) - problema";"Matheus Solon";"13/12/2023 22:57";"";"A fazer";"Frente de loja";"Desenvolvimento";;"permitir tirar os 10% em qualquer momento na mesa não so ao imprimir"
1076;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Infraestrutura - problema";"Matheus Solon";"13/12/2023 22:54";"13/12/2023 22:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"impressora com erro no servidor"
1075;"Análise";"D'FRIENDS BURGER";"---";"Jefferson (Dono) - DFriends";"Integração delivery - problema";"Matheus Solon";"13/12/2023 22:35";"13/12/2023 22:36";"Finalizado";"Frente de loja";"Suporte Técnico";5;"solicitar que encomendas do ifood finalizem automaticamente"
1074;"Finalizado e solucionado com sucesso";"AÇAI BERRY AROEIRA";"---";"Açai Berry - Aroeira";"Infraestrutura - problema";"Matheus Solon";"13/12/2023 21:29";"13/12/2023 21:29";"Finalizado";"Frente de loja";"Suporte Técnico";;"interação"
1073;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - PARANGABA";"---";" Leonardo Porto(Dono) - Freitas Parangaba,Junior Felix (Freitas Parangaba),Junior Felix - Freitas pa";"Fiscal - problema";"Matheus Solon";"13/12/2023 21:28";"13/12/2023 21:28";"Finalizado";"Financeiro";"Suporte Técnico";1;"quebra de sequencia"
1072;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - QUARTIER";"---";"Andreza,TEKA,Jaqueline - Quartier,Luana - Biscoito Briejer";"Fiscal - problema";"Matheus Solon";"13/12/2023 21:22";"13/12/2023 21:23";"Finalizado";"Administrativo";"Suporte Técnico";;"erro de nome de participante muito extenso"
